gem5 Simulator System.  http://gem5.org
gem5 is copyrighted software; use the --copyright option for details.

gem5 version 20.0.0.2
gem5 compiled Sep 14 2020 15:06:02
gem5 started Sep 14 2020 15:19:30
gem5 executing on nanocad-server-testbed, pid 5439
command line: x86o --debug-flags=CoherentXBar simple.py

Global frequency set at 1000000000000 ticks per second
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [24c0:24ff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [2500:253f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [2500:253f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [2540:257f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [2540:257f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [2580:25bf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [2580:25bf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [25c0:25ff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [25c0:25ff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [2600:263f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [2600:263f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [2640:267f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [2640:267f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [2680:26bf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [2680:26bf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [26c0:26ff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [26c0:26ff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [2700:273f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [2700:273f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [2740:277f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [2740:277f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [2780:27bf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [2780:27bf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [27c0:27ff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [27c0:27ff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [2800:283f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [2800:283f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [2840:287f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [2840:287f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [2880:28bf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [2880:28bf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [28c0:28ff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [28c0:28ff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [2900:293f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [2900:293f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [2940:297f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [2940:297f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [2980:29bf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [2980:29bf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [29c0:29ff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [29c0:29ff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [2a00:2a3f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [2a00:2a3f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [2a40:2a7f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [2a40:2a7f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [2a80:2abf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [2a80:2abf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [2ac0:2aff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [2ac0:2aff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [2b00:2b3f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [2b00:2b3f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [2b40:2b7f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [2b40:2b7f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [2b80:2bbf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [2b80:2bbf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [2bc0:2bff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [2bc0:2bff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [2c00:2c3f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [2c00:2c3f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [2c40:2c7f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [2c40:2c7f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [2c80:2cbf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [2c80:2cbf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [2cc0:2cff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [2cc0:2cff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [2d00:2d3f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [2d00:2d3f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [2d40:2d7f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [2d40:2d7f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [2d80:2dbf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [2d80:2dbf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [2dc0:2dff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [2dc0:2dff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [2e00:2e3f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [2e00:2e3f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [2e40:2e7f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [2e40:2e7f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [2e80:2ebf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [2e80:2ebf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [2ec0:2eff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [2ec0:2eff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [2f00:2f3f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [2f00:2f3f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [2f40:2f7f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [2f40:2f7f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [2f80:2fbf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [2f80:2fbf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [2fc0:2fff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [2fc0:2fff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [3000:303f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [3000:303f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [3040:307f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [3040:307f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [3080:30bf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [3080:30bf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [30c0:30ff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [30c0:30ff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [3100:313f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [3100:313f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [3140:317f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [3140:317f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [3180:31bf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [3180:31bf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [31c0:31ff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [31c0:31ff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [3200:323f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [3200:323f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [3240:327f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [3240:327f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [3280:32bf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [3280:32bf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [32c0:32ff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [32c0:32ff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [3300:333f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [3300:333f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [3340:337f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [3340:337f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [3380:33bf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [3380:33bf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [33c0:33ff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [33c0:33ff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [3400:343f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [3400:343f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [3440:347f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [3440:347f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [3480:34bf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [3480:34bf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [34c0:34ff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [34c0:34ff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [3500:353f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [3500:353f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [3540:357f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [3540:357f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [3580:35bf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [3580:35bf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [35c0:35ff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [35c0:35ff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [3600:363f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [3600:363f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [3640:367f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [3640:367f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [3680:36bf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [3680:36bf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [36c0:36ff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [36c0:36ff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [3700:373f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [3700:373f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [3740:377f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [3740:377f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [3780:37bf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [3780:37bf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [37c0:37ff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [37c0:37ff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [3800:383f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [3800:383f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [3840:387f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [3840:387f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [3880:38bf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [3880:38bf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [38c0:38ff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [38c0:38ff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [3900:393f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [3900:393f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [3940:397f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [3940:397f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [3980:39bf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [3980:39bf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [39c0:39ff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [39c0:39ff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [3a00:3a3f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [3a00:3a3f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [3a40:3a7f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [3a40:3a7f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [3a80:3abf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [3a80:3abf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [3ac0:3aff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [3ac0:3aff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [3b00:3b3f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [3b00:3b3f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [3b40:3b7f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [3b40:3b7f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [3b80:3bbf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [3b80:3bbf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [3bc0:3bff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [3bc0:3bff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [3c00:3c3f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [3c00:3c3f]
